n,o_Brute_Force,o_Held_Karp,o_Linear_Programming,t_Brute_Force,t_Held_Karp,t_Linear_Programming
5.0,46.28306678752041,46.28306678752041,46.28306678752041,0.0010006427764892578,0.0,0.031088829040527344
6.0,47.00393255547077,47.00393255547077,47.00393255547077,0.0,0.0003795623779296875,0.057204484939575195
7.0,47.134546189405924,47.134546189405924,47.13454618940594,0.0,0.0,0.15268778800964355
8.0,47.86897915270977,47.86897915270977,47.86897915270978,0.01382899284362793,0.0,0.19697809219360352
9.0,47.86924057704426,47.86924057704426,47.869240577044266,0.08602547645568848,0.0,0.2281172275543213
10.0,48.519705602922706,48.519705602922706,48.51970560292271,0.8350207805633545,0.005020856857299805,0.36500000953674316
11.0,48.54722098466937,48.54722098466937,48.54722098466938,9.051007747650146,0.010272979736328125,0.6300637722015381
